Date,N225,STOXX50E,NDX,GSPC
2013-01-16,0.1172538118833743,0.21841125426408425,0.30429387269992403,0.36004106115261747
2013-01-17,0.08403587206616364,0.24081828550839846,0.31145859548741106,0.3636872469380268
2013-01-18,0.0790135584837034,0.19217765352142768,0.35559919151225067,0.37320959648261837
2013-01-21,0.0748677756686894,0.16257989769776296,0.4010324795983394,0.36151984703520823
2013-01-22,0.06963265351011036,0.17783771117678232,0.39710723558520705,0.3554223997279003
2013-01-23,0.06215496861954692,0.16101402764889816,0.44074792396783163,0.3360830797637233
2013-01-24,0.08432781566393081,0.1500189363682733,0.4239479721446317,0.3417052758231643
2013-01-25,0.058579561321873065,0.1174142928964853,0.49880445426264297,0.32520169151899875
2013-01-28,0.054780713563366605,0.10429383819353516,0.4748192268463175,0.3661062213967808
2013-01-29,0.052513300724434546,0.11042496129599771,0.5319398059413116,0.3051219320382561
2013-01-30,0.04783047197496482,0.11163493316914737,0.5590612120670546,0.28147338278883305
2013-01-31,0.07359717124323213,0.15600910109054827,0.44914285081794236,0.32125087684827713
2013-02-01,0.07711202781090744,0.16300845358593963,0.4380279286659132,0.3218515899372397
2013-02-04,0.08012877323616797,0.18430133014562725,0.40828762313122097,0.3272822734869838
2013-02-05,0.1419432679509569,0.13321034972043355,0.32294070008462494,0.40190568224398465
2013-02-06,0.15272159259933082,0.1337374203518041,0.2752326026892048,0.4383083843596603
2013-02-07,0.15764387095209847,0.13230770361380356,0.28028532429052594,0.4297631011435721
2013-02-08,0.16790044933852485,0.13672326192199302,0.278279972744233,0.4170963159952492
2013-02-11,0.16321461157371522,0.13849688119126688,0.2778144966963689,0.4204740105386489
2013-02-12,0.19480939315702495,0.13180122022854934,0.26405504331315177,0.4093343433012739
2013-02-13,0.18952450453587677,0.1183159504086857,0.250889411542856,0.4412701335125816
2013-02-14,0.21435009461336155,0.10860882159369134,0.23648764893338373,0.44055343485956344
2013-02-15,0.22662388572180114,0.11002754349747693,0.23553124592834856,0.42781732485237334
2013-02-18,0.2241218992426397,0.1121362621830929,0.23791577751944185,0.4258260610548255
2013-02-19,0.16675778428812474,0.13785204269790735,0.2679950248231023,0.42739514819086555
2013-02-20,0.15884270183507512,0.10456091326641848,0.3609248133378063,0.3756715715607001
2013-02-21,0.31751354024909983,0.14771370543795814,0.24080355076351212,0.29396920354942985
2013-02-22,0.30293253994027963,0.14081728570802876,0.2449508937046159,0.3112992806470758
2013-02-25,0.24866753332360428,0.14564844206725164,0.27088263506974464,0.33480138953939936
2013-02-26,0.31684510377175923,0.19040258513643363,0.2515570873786902,0.24119522371311697
2013-02-27,0.3161915356486615,0.1977114334417352,0.24591969677767536,0.2401773341319279
2013-02-28,0.3054522143585736,0.21306753785784696,0.2476960134828829,0.23378423430069661
2013-03-01,0.2853278624281742,0.21887842176947647,0.25598111789422795,0.23981259790812143
2013-03-04,0.2849929368902161,0.22941174987921834,0.24858388082050878,0.23701143241005684
2013-03-05,0.2861822344595068,0.23150676585283625,0.24594797865016993,0.23636302103748702
2013-03-06,0.276338346955165,0.24920461831540644,0.23839448987487286,0.23606254485455572
2013-03-07,0.25783164073767095,0.24754694338056277,0.25355613987390163,0.2410652760078645
2013-03-08,0.2372230712492105,0.30950663399072587,0.2358709509086535,0.21739934385141016
2013-03-11,0.22250200613405094,0.3365649700632462,0.2284896905464303,0.21244333325627257
2013-03-12,0.16142539432795713,0.23961556657830216,0.285928022325697,0.3130310167680437
2013-03-13,0.15831695738896182,0.24472600152187457,0.28882065120076295,0.30813638988840064
2013-03-14,0.14983667451314026,0.21094145162060143,0.26867239571500257,0.3705494781512557
2013-03-15,0.15563135698932076,0.1993784680333019,0.26521091380405476,0.3797792611733226
2013-03-18,0.15430943528528226,0.1752816558506393,0.26174295892682214,0.40866594993725625
2013-03-19,0.14066875644129545,0.14260845050166424,0.24507625264343513,0.4716465404136052
2013-03-20,0.15189316217084178,0.1542111854182048,0.2804822115089808,0.41341344090197274
2013-03-21,0.1506056475169353,0.1450059862557724,0.28932046862897226,0.41506789759832
2013-03-22,0.16484323368346757,0.1379368942449266,0.30158050929398655,0.39563936277761924
2013-03-25,0.1902910303552431,0.14342910869063316,0.289231468010333,0.3770483929437907
2013-03-26,0.20868398335567834,0.11525294183641595,0.30375885086323345,0.3723042239446723
2013-03-27,0.23328789481102863,0.11399165287142671,0.2975636262105877,0.35515682610695704
2013-03-28,0.2564553972511588,0.11838754640894018,0.2724214747862837,0.3527355815536173
