Date,Open,Low,High,Close
2013-01-02,2677.1557939914164,2650.0,2703.0,2699.5691147104503
2013-01-03,2692.752433936022,2680.0,2700.0,2695.0407711056946
2013-01-04,2687.471860465116,2680.0,2706.0,2698.8527932960887
2013-01-07,2704.2088545095457,2680.0,2708.0,2686.2136488340193
2013-01-08,2678.58829117682,2676.0,2705.0,2686.7541333333334
2013-01-09,2693.667103538663,2684.0,2705.0,2699.6578160717427
2013-01-10,2701.294836008374,2687.0,2720.0,2700.8664414414416
2013-01-11,2709.5448425102186,2696.0,2715.0,2710.8995098039222
2013-01-14,2721.663308589608,2700.0,2740.0,2711.101025641025
2013-01-15,2700.461609620721,2686.0,2713.0,2696.208333333333
2013-01-16,2693.127152988855,2680.0,2705.0,2699.036636136553
2013-01-17,2694.3455882352937,2690.0,2724.0,2711.9996699125268
2013-01-18,2724.174411400248,2695.0,2730.0,2703.4369696969698
2013-01-21,2713.286876907426,2700.0,2723.0,2721.585396427452
2013-01-22,2719.3867924528304,2690.0,2740.0,2714.443889681408
2013-01-23,2718.5325884543763,2699.0,2721.0,2706.4102646868946
2013-01-24,2700.0641260534994,2690.0,2730.0,2721.9473684210525
2013-01-25,2718.804905875642,2700.0,2750.0,2740.2507093635995
2013-01-28,2748.535566011625,2700.0,2760.0,2745.746212121212
2013-01-29,2744.1648576694656,2700.0,2752.0,2749.622503840246
2013-01-30,2748.1785934608265,2724.0,2755.0,2730.1572164948448
2013-01-31,2727.548003549246,2700.0,2732.0,2710.5554053223527
2013-02-01,2700.7495532646053,2695.0,2720.0,2708.405795428308
2013-02-04,2711.816662509354,2626.0,2713.0,2628.421586127757
2013-02-05,2621.1016650126808,2618.0,2661.0,2649.662706270627
2013-02-06,2650.5481958762884,2600.0,2660.0,2620.861882006984
2013-02-07,2620.537543569445,2596.0,2650.0,2598.771815894147
2013-02-08,2604.408910588953,2595.0,2635.0,2626.7713317959065
2013-02-11,2628.505196657836,2595.0,2650.0,2621.9418923551602
2013-02-12,2618.3079671311184,2600.0,2655.0,2645.6027666045325
2013-02-13,2653.14358018114,2610.0,2670.0,2654.8509795448
2013-02-14,2649.981032811851,2620.0,2667.0,2637.387425572712
2013-02-15,2633.403949386503,2600.0,2650.0,2615.616858448494
2013-02-18,2608.732997481108,2595.0,2620.0,2615.427010414888
2013-02-19,2610.740248787687,2600.0,2666.0,2664.734781541483
2013-02-20,2661.2810176125245,2620.0,2671.0,2642.5930039352866
2013-02-21,2621.1271378840624,2577.0,2624.0,2578.7087970662233
2013-02-22,2591.666438824333,2589.0,2632.0,2628.9911309944273
2013-02-25,2645.887201333581,2600.0,2701.0,2651.860367826979
2013-02-26,2568.552203490092,2560.0,2605.0,2569.3158057915302
2013-02-27,2583.1580829756795,2560.0,2613.0,2611.467021748779
2013-02-28,2623.412076016359,2595.0,2639.0,2635.448101502879
2013-03-01,2625.061107359892,2580.0,2650.0,2616.970872184173
2013-03-04,2599.1354182032746,2594.0,2630.0,2623.533349003937
2013-03-05,2642.5138888888887,2600.0,2686.0,2682.269842899682
2013-03-06,2685.3594965351435,2645.0,2705.0,2678.8616206175993
2013-03-07,2687.653680748799,2683.0,2705.0,2687.368793413944
2013-03-08,2706.0023703703705,2695.0,2735.0,2726.71894807822
2013-03-11,2654.764502164502,2635.0,2686.0,2655.5950551286332
2013-03-12,2647.2255266418833,2625.0,2680.0,2644.6040057224604
2013-03-13,2642.781293624942,2610.0,2665.0,2640.5791263405704
2013-03-14,2653.9683698296835,2631.0,2681.0,2675.700847457628
2013-03-15,2677.399598968777,2647.0,2680.0,2658.5729735883424
2013-03-18,2597.827307117093,2595.0,2645.0,2642.249861598081
2013-03-19,2632.085395608226,2595.0,2650.0,2609.318258073536
2013-03-20,2625.389410760034,2595.0,2650.0,2645.182720327637
2013-03-21,2637.8012143611404,2600.0,2650.0,2617.1057782316398
2013-03-22,2612.3891794046663,2597.0,2640.0,2618.9629408694354
2013-03-25,2652.6186744290194,2576.0,2663.0,2587.16999919048
2013-03-26,2589.3030600235393,2566.0,2600.0,2577.657264957265
2013-03-27,2585.8780222765554,2524.0,2600.0,2547.975315481687
2013-03-28,2548.4694173750777,2536.0,2578.0,2554.4333982637136
2013-04-02,2558.4884865929403,2545.0,2617.0,2613.826524756091
2013-04-03,2601.2438311094866,2570.0,2613.0,2576.649494127224
2013-04-04,2585.718787158145,2550.0,2610.0,2558.3544277576384
2013-04-05,2559.624665676077,2500.0,2571.0,2522.611481099334
2013-04-08,2529.1017514595496,2500.0,2550.0,2523.130137618916
2013-04-09,2541.969440526563,2500.0,2551.0,2526.71062992126
2013-04-10,2542.185780787135,2500.0,2604.0,2597.948388470822
2013-04-11,2595.049416820135,2589.0,2622.0,2617.4419662191426
2013-04-12,2605.053179620677,2568.0,2607.0,2573.2461013645225
2013-04-15,2575.7780510879847,2544.0,2600.0,2564.3702386523164
2013-04-16,2553.012442864398,2540.0,2577.0,2554.9334233018444
2013-04-17,2567.2795264221772,2483.0,2570.0,2496.559166789777
2013-04-18,2506.9216688654355,2481.0,2523.0,2499.251549586777
2013-04-19,2514.2040251107833,2500.0,2532.0,2514.906820794482
2013-04-22,2538.3654948890553,2512.0,2550.0,2524.8498062015506
2013-04-23,2529.559874456784,2528.0,2609.0,2607.6666377063425
2013-04-24,2607.5649122807017,2600.0,2654.0,2646.679666038244
2013-04-25,2644.522279348757,2633.0,2659.0,2649.887981627967
2013-04-26,2638.6749033844712,2610.0,2650.0,2633.7075046904315
2013-04-29,2647.460415967796,2646.0,2680.0,2672.767293447293
2013-04-30,2690.5472460220317,2660.0,2700.0,2669.321941597701
2013-05-02,2660.789929793769,2645.0,2708.0,2683.994170762373
2013-05-03,2688.881776355271,2670.0,2730.0,2720.5758363104906
2013-05-06,2725.64067914068,2700.0,2730.0,2716.639952857985
2013-05-07,2725.262881679389,2700.0,2750.0,2734.0462563700507
2013-05-08,2735.589098532495,2700.0,2760.0,2756.8034788245463
2013-05-09,2750.459932279909,2720.0,2762.0,2755.0779879530805
2013-05-10,2758.041752224504,2745.0,2800.0,2759.677906857201
2013-05-13,2764.7316845543633,2745.0,2800.0,2756.327830765468
2013-05-14,2766.641048824593,2740.0,2800.0,2776.8686341798216
2013-05-15,2772.026066033953,2750.0,2805.0,2791.2166012338757
2013-05-16,2787.511496571198,2775.0,2805.0,2790.4898584003063
2013-05-17,2786.583848372476,2779.0,2820.0,2805.297519741964
2013-05-20,2812.223103357124,2794.0,2820.0,2815.420004238187
2013-05-21,2812.7236171417785,2790.0,2820.0,2809.6136955107354
2013-05-22,2815.1391009329936,2799.0,2836.0,2827.6053621371398
2013-05-23,2765.776207199297,2750.0,2820.0,2771.67893120724
2013-05-24,2784.470972254605,2747.0,2800.0,2761.7117980422468
2013-05-27,2777.1236878137847,2775.0,2800.0,2789.696969696969
2013-05-28,2803.280975877193,2800.0,2850.0,2837.5215594682
2013-05-29,2813.1198092031427,2779.0,2820.0,2785.171138723813
2013-05-30,2778.135701805474,2774.0,2811.0,2795.9366638026268
2013-05-31,2796.7479541734856,2756.0,2805.0,2774.4287504820672
2013-06-03,2753.876525185108,2720.0,2787.0,2745.639881752217
2013-06-04,2765.9481281010376,2747.0,2777.0,2753.034719834995
2013-06-05,2735.6723772858522,2709.0,2755.0,2711.1750355459108
2013-06-06,2710.152577319588,2677.0,2729.0,2679.084354055928
2013-06-07,2682.548710601719,2662.0,2734.0,2724.9691657271696
2013-06-10,2717.958515699334,2700.0,2733.0,2718.2208159866777
2013-06-11,2702.373229070837,2653.0,2720.0,2684.858507616835
2013-06-12,2679.8973180076628,2660.0,2715.0,2669.329326642549
2013-06-13,2628.8639534883723,2616.0,2666.0,2663.928352952081
2013-06-14,2679.491371375978,2650.0,2705.0,2667.302778269333
2013-06-17,2671.590579710145,2669.0,2713.0,2697.8371592539456
2013-06-18,2687.4324324324325,2680.0,2705.0,2695.309015112037
2013-06-19,2700.3411371237453,2671.0,2705.0,2681.4593029607777
2013-06-20,2627.924213717317,2573.0,2706.0,2586.252541254125
2013-06-21,2590.4306869600987,2546.0,2620.0,2551.5046765777297
2013-06-24,2539.7538228232024,2488.0,2553.0,2510.400954538881
2013-06-25,2536.7769791666665,2500.0,2555.0,2538.644553501008
2013-06-26,2541.535175879397,2500.0,2605.0,2597.7155760368664
2013-06-27,2596.7761380690345,2583.0,2631.0,2618.8061820731564
2013-06-28,2624.568722011712,2587.0,2634.0,2598.390497597955
2013-07-01,2616.0073387872953,2586.0,2634.0,2616.5622895622896
2013-07-02,2623.376659401625,2590.0,2626.0,2597.716999512908
2013-07-03,2569.6064720104146,2535.0,2600.0,2569.921616250828
2013-07-04,2588.1574074074074,2578.0,2647.0,2639.4217064168092
2013-07-05,2645.0590839107003,2595.0,2659.0,2597.801588826959
2013-07-08,2616.5231925369267,2600.0,2663.0,2649.1095758971405
2013-07-09,2660.932899628253,2650.0,2675.0,2662.3943891402714
2013-07-10,2656.543452521904,2637.0,2700.0,2653.5368234250227
2013-07-11,2693.6608944182917,2669.0,2705.0,2679.2691476219893
2013-07-12,2689.3451979134697,2664.0,2705.0,2669.7992081447965
2013-07-15,2680.0917159763308,2676.0,2705.0,2689.346079276174
2013-07-16,2692.275510204081,2660.0,2700.0,2668.3717094301896
2013-07-17,2672.822898903776,2645.0,2705.0,2679.73855475763
2013-07-18,2672.896393972013,2650.0,2720.0,2713.946906269144
2013-07-19,2707.228003573024,2698.0,2720.0,2715.82051028481
2013-07-22,2721.004622077216,2700.0,2736.0,2726.190339490764
2013-07-23,2734.0285980727385,2700.0,2750.0,2724.844392969069
2013-07-24,2730.7773554710943,2700.0,2761.0,2751.427141645462
2013-07-25,2750.5570155902,2720.0,2755.0,2739.981793398889
2013-07-26,2755.618326297492,2700.0,2769.0,2744.210220994475
2013-07-29,2756.317257318952,2700.0,2764.0,2739.051325807299
2013-07-30,2752.949718822363,2700.0,2767.0,2761.145866117904
2013-07-31,2754.3875950283577,2749.0,2800.0,2756.2688947640668
2013-08-01,2777.9991099243434,2750.0,2811.0,2803.0711907404466
2013-08-02,2819.335536492759,2796.0,2822.0,2810.4077716098327
2013-08-05,2817.8871201157745,2800.0,2823.0,2810.598629700446
2013-08-06,2808.536425725669,2777.0,2825.0,2791.0877944325484
2013-08-07,2783.1645180193377,2775.0,2810.0,2791.033652774682
2013-08-08,2799.729984301413,2790.0,2821.0,2813.4151169113647
2013-08-09,2823.553394039735,2800.0,2840.0,2823.85322922181
2013-08-12,2827.3854545454546,2790.0,2850.0,2828.341221927071
2013-08-13,2837.4350159315777,2795.0,2855.0,2840.2005086333825
2013-08-14,2846.900662251656,2800.0,2858.0,2851.3423128261134
2013-08-15,2849.203224146801,2800.0,2855.0,2834.1809541912185
2013-08-16,2833.553966437834,2820.0,2857.0,2853.479848130841
2013-08-19,2854.7648066568768,2810.0,2857.0,2824.2196089960307
2013-08-20,2810.721857339239,2769.0,2813.0,2788.8823576264435
2013-08-21,2795.4697428139184,2772.0,2805.0,2773.433361902721
2013-08-22,2777.3856847642305,2776.0,2823.0,2806.5871674190757
2013-08-23,2812.166528124134,2793.0,2830.0,2826.389093782929
2013-08-26,2827.461887477313,2804.0,2828.0,2819.9194915254247
2013-08-27,2807.3307104316546,2750.0,2820.0,2759.8514365377623
2013-08-28,2743.6438356164385,2720.0,2756.0,2743.6791740115837
2013-08-29,2753.0836929366333,2732.0,2762.0,2756.6369810263955
2013-08-30,2755.5239526959313,2723.0,2800.0,2727.249099718457
2013-09-02,2754.3242207905278,2730.0,2782.0,2769.360036472581
2013-09-03,2776.8801268498937,2735.0,2800.0,2755.625983219717
2013-09-04,2762.5322757111603,2725.0,2766.0,2759.6567616737416
2013-09-05,2763.506940482981,2745.0,2780.0,2767.8110236220477
2013-09-06,2770.7825668963305,2761.0,2805.0,2799.5104881522725
2013-09-09,2801.16431322208,2787.0,2806.0,2799.4175042902666
2013-09-10,2822.7771712158806,2795.0,2855.0,2852.4461327152544
2013-09-11,2847.2456039755352,2844.0,2864.0,2858.1521507287603
2013-09-12,2861.4810668422792,2848.0,2871.0,2858.247587628866
2013-09-13,2851.2273504273503,2841.0,2871.0,2862.408007126762
2013-09-16,2882.8125,2866.0,2897.0,2880.027901785714
2013-09-17,2874.480769230769,2861.0,2890.0,2878.809642560266
2013-09-18,2881.943069306931,2867.0,2903.0,2884.356359203576
2013-09-19,2934.704646017699,2907.0,2950.0,2915.760175328741
2013-09-20,2916.8327605956474,2900.0,2930.0,2917.36338778658
2013-09-23,2918.8847574489037,2884.0,2926.0,2894.691127819549
2013-09-24,2897.92259414226,2895.0,2916.0,2911.5398238469547
2013-09-25,2906.052645502645,2895.0,2920.0,2915.2070753278444
2013-09-26,2922.389240506329,2895.0,2925.0,2909.904116176188
2013-09-27,2915.7261410788383,2893.0,2924.0,2907.114709496226
2013-09-30,2870.562141938501,2867.0,2890.0,2878.6650785247925
2013-10-01,2888.915792342281,2887.0,2924.0,2916.8425905914564
2013-10-02,2909.4078738232056,2890.0,2922.0,2908.058540042524
2013-10-03,2911.137512388504,2889.0,2920.0,2892.757600657354
2013-10-04,2893.076728499157,2888.0,2925.0,2916.190556711759
2013-10-07,2902.254098360656,2880.0,2915.0,2909.0699032670195
2013-10-08,2910.103807906864,2890.0,2920.0,2896.550908949052
2013-10-09,2886.863697164259,2884.0,2914.0,2890.713932680017
2013-10-10,2914.487457747732,2859.0,2962.0,2956.685774657488
2013-10-11,2967.2949828732617,2950.0,2970.0,2961.660426995852
2013-10-14,2953.0079424174733,2946.0,2967.0,2964.3983544737744
2013-10-15,2977.404693140795,2945.0,3000.0,2994.0343276964977
2013-10-16,2984.611825828797,2950.0,3012.0,3005.979298107255
2013-10-17,2999.6406009245,2980.0,3005.0,3002.8279590654565
2013-10-18,3015.7389179755683,2995.0,3023.0,3020.1439565414216
2013-10-21,3024.72771376592,3000.0,3027.0,3021.3949783549792
2013-10-22,3015.0032430370093,3000.0,3070.0,3034.989698766973
2013-10-23,3019.9921842288904,2995.0,3023.0,3005.8931234465613
2013-10-24,3021.84793814433,3000.0,3030.0,3027.7330007876085
2013-10-25,3016.752414681262,2995.0,3037.0,3026.424380952381
2013-10-28,3036.776066350711,3000.0,3038.0,3015.34431455898
2013-10-29,3007.8501050665423,3000.0,3043.0,3041.973401709401
2013-10-30,3044.5685809207403,3000.0,3066.0,3032.532731376976
2013-10-31,3021.964243548659,3000.0,3062.0,3058.80806827581
2013-11-01,3061.8564705882354,3038.0,3067.0,3042.9567774184065
2013-11-04,3054.0923399790136,3046.0,3061.0,3051.5436661698955
2013-11-05,3058.1054757630163,3000.0,3060.0,3026.9530950861517
2013-11-06,3038.576195219124,3000.0,3061.0,3049.206491461789
2013-11-07,3047.794164943717,3000.0,3102.0,3039.385327357755
2013-11-08,3018.184730379071,2992.0,3055.0,3027.869931494168
2013-11-11,3032.496876951905,3000.0,3052.0,3048.917726887193
2013-11-12,3046.6143250688697,3000.0,3056.0,3031.004104872881
2013-11-13,3019.3124733929326,2995.0,3050.0,3014.9956081493237
2013-11-14,3050.2951270631397,3000.0,3052.0,3049.0001041341247
2013-11-15,3050.3730216703193,3000.0,3075.0,3052.5743931088487
2013-11-18,3043.6521548895207,3039.0,3090.0,3080.378315392298
2013-11-19,3064.5979816944373,3044.0,3070.0,3047.8149113282666
2013-11-20,3038.8382793356927,3000.0,3063.0,3044.494314552191
2013-11-21,3024.38355428162,3000.0,3050.0,3044.171649311387
2013-11-22,3049.615883006294,3033.0,3060.0,3053.0010421319043
2013-11-25,3068.401004079072,3050.0,3076.0,3070.141058655222
2013-11-26,3066.390553580498,3058.0,3075.0,3063.0626712822727
2013-11-27,3068.6309974747473,3050.0,3090.0,3081.2377300613507
2013-11-28,3080.785639412998,3050.0,3100.0,3091.0107095046856
2013-11-29,3088.0937896070977,3084.0,3105.0,3085.4513536379022
2013-12-02,3088.346636458697,3068.0,3093.0,3078.118603204231
2013-12-03,3072.7830477356183,3015.0,3100.0,3018.3507085020237
2013-12-04,3020.3967698519514,2966.0,3025.0,2991.8269707125164
2013-12-05,2981.8436029097134,2951.0,3005.0,2955.2417498499967
2013-12-06,2961.4604954367665,2934.0,3000.0,2980.5372364288924
2013-12-09,2988.9899964272954,2970.0,3000.0,2991.4428777439507
2013-12-10,2981.540682414698,2956.0,3000.0,2964.2684128050146
2013-12-11,2957.3030035335687,2942.0,3000.0,2945.951817860925
2013-12-12,2934.324089306698,2917.0,2955.0,2926.374993053626
2013-12-13,2926.153097982709,2895.0,2965.0,2922.160517068273
2013-12-16,2917.452083333333,2914.0,2982.0,2971.5279106858056
2013-12-17,2962.9376026272585,2943.0,2970.0,2943.667861409797
2013-12-18,2955.494236311239,2944.0,2976.0,2969.1510721247564
2013-12-19,3001.5593964334703,2970.0,3032.0,3021.501485638825
2013-12-20,3033.7773815588384,3000.0,3060.0,3046.5165230565285
