Date,Open,Low,High,Close
2013-01-02,1448.992996949166,1444.0,1458.0,1456.2417810319712
2013-01-03,1456.1406477438136,1450.0,1460.5,1453.3623591811686
2013-01-04,1456.0174765938473,1453.25,1463.0,1460.564152673229
2013-01-07,1455.0413121361398,1450.75,1457.75,1456.0038999794197
2013-01-08,1454.1479652783307,1446.0,1455.75,1451.5616039254776
2013-01-09,1455.3680840898232,1452.5,1459.5,1455.7312516938323
2013-01-10,1463.913862179487,1455.75,1467.25,1466.3467553324185
2013-01-11,1467.0234249059642,1462.25,1467.75,1466.7364384211294
2013-01-14,1465.7000726682056,1460.25,1467.0,1465.5225456621006
2013-01-15,1459.20030393937,1458.25,1468.25,1466.999671357872
2013-01-16,1464.2837436332763,1462.0,1469.0,1466.8085978557917
2013-01-17,1473.1113803573514,1470.25,1480.5,1476.7080710493185
2013-01-18,1475.8790036183332,1470.5,1481.0,1480.359102506936
2013-01-21,1479.7906504065036,1479.75,1483.75,1483.0091829085454
2013-01-22,1479.8549862189925,1475.75,1487.5,1486.8488808890281
2013-01-23,1487.309933774835,1484.5,1491.0,1489.6173495628327
2013-01-24,1487.5588204206742,1486.25,1497.75,1490.3280038372372
2013-01-25,1494.6613382500361,1490.75,1498.75,1497.6922406002395
2013-01-28,1498.5259204833048,1491.25,1499.5,1495.8398322820685
2013-01-29,1494.0492664768994,1493.0,1504.75,1503.2483549400906
2013-01-30,1502.4216084484162,1495.25,1505.5,1496.9735076069007
2013-01-31,1495.0963345864661,1492.0,1500.0,1494.0871252144082
2013-02-01,1502.523904628562,1500.0,1510.5,1508.4146743875503
2013-02-04,1498.9799471885678,1490.25,1501.75,1491.2388223764374
2013-02-05,1499.8263713346814,1498.75,1511.0,1506.486447266587
2013-02-06,1501.3011099469586,1500.0,1508.75,1507.5041429985931
2013-02-07,1507.9545758821841,1494.5,1509.5,1505.4035659509202
2013-02-08,1508.7036117936118,1508.0,1515.0,1513.1832527410013
2013-02-11,1513.1214246983868,1509.75,1515.0,1513.25362548287
2013-02-12,1513.7784165405953,1512.0,1519.0,1515.9540217101166
2013-02-13,1518.8527611357126,1513.0,1522.0,1517.3437422050386
2013-02-14,1512.1610773844354,1510.75,1520.75,1518.6490876627618
2013-02-15,1520.110783006287,1511.25,1521.75,1516.4765345080764
2013-02-18,1517.5572463768115,1516.25,1518.25,1517.9281798245609
2013-02-19,1520.0125494738877,1519.5,1528.75,1528.4024227693274
2013-02-20,1526.9840256778864,1508.75,1528.0,1509.5183305482792
2013-02-21,1504.3816732353994,1495.0,1505.5,1500.0862059746191
2013-02-22,1507.5700021904206,1503.25,1514.25,1513.6570654972504
2013-02-25,1521.9690436386695,1485.5,1524.5,1486.5105975735041
2013-02-26,1493.2406267158206,1482.75,1497.75,1495.7852243015366
2013-02-27,1494.5520467045353,1493.25,1519.25,1514.8979877503812
2013-02-28,1514.966014641058,1511.5,1524.5,1513.3755834564254
2013-03-01,1506.3591390891725,1499.5,1519.0,1516.381064453321
2013-03-04,1512.8219421130584,1510.5,1524.25,1523.8833195601044
2013-03-05,1532.66910826332,1532.0,1542.75,1538.1088459435996
2013-03-06,1543.8394734920405,1537.25,1544.75,1540.4975806020425
2013-03-07,1542.4958448072384,1540.75,1545.5,1544.0929164475167
2013-03-08,1550.5398074369186,1542.25,1552.0,1550.0348796130224
2013-03-11,1543.8844209852848,1541.75,1550.75,1550.3156110246937
2013-03-12,1549.0355199294013,1541.75,1551.0,1546.2942673054683
2013-03-13,1546.9188534890598,1542.25,1551.0,1548.4059034744955
2013-03-14,1552.6111444084052,1551.75,1557.25,1556.1847029173666
2013-03-15,1553.901983110352,1549.0,1556.5,1553.9846686026651
2013-03-18,1538.4792320819113,1537.75,1552.5,1545.7219006556022
2013-03-19,1549.266064871481,1531.75,1551.0,1542.1237517252578
2013-03-20,1552.319613879618,1548.75,1555.75,1552.701112614229
2013-03-21,1543.726809520486,1536.5,1549.0,1539.3160546125885
2013-03-22,1544.533926380368,1543.0,1551.75,1550.1149856817515
2013-03-25,1555.8856211779853,1539.0,1558.5,1545.781777060205
2013-03-26,1552.7800796305726,1550.25,1558.5,1557.9790652505285
2013-03-27,1548.1368526913986,1545.75,1558.25,1556.9297193946982
2013-03-28,1557.3913645621176,1554.5,1564.5,1562.673899222285
2013-04-01,1561.5707066488474,1552.5,1565.0,1556.0558502576541
2013-04-02,1561.332524424835,1559.5,1568.0,1564.0056036202254
2013-04-03,1564.952354368932,1544.0,1566.25,1548.1882373237818
2013-04-04,1549.6714453006948,1546.75,1557.5,1554.6374525236804
2013-04-05,1534.8798696198558,1533.25,1549.25,1547.284377574951
2013-04-08,1548.0431470476672,1543.0,1558.25,1557.7156048014774
2013-04-09,1561.4101434541965,1555.5,1569.0,1563.3262887051376
2013-04-10,1567.5041082648625,1567.0,1584.5,1582.5797400231827
2013-04-11,1583.0714129960752,1581.0,1593.0,1588.1306516456152
2013-04-12,1583.5727969699187,1575.0,1586.25,1583.7021906052396
2013-04-15,1575.1000443655726,1546.5,1577.0,1547.9341591711466
2013-04-16,1558.8233383010433,1554.5,1570.75,1569.5199049925486
2013-04-17,1557.8117462356383,1538.0,1558.75,1547.0656921010086
2013-04-18,1548.4809415356895,1530.75,1549.5,1536.7058085681203
2013-04-19,1539.2092885526513,1536.25,1550.75,1549.988558169307
2013-04-22,1553.197162828947,1542.75,1561.0,1557.3753196276978
2013-04-23,1564.9636945775915,1557.0,1574.75,1574.0012513255567
2013-04-24,1573.7935171919773,1570.75,1578.5,1573.619659222925
2013-04-25,1578.6503556082382,1576.5,1588.25,1580.6908326287867
2013-04-26,1578.9991403870715,1572.5,1581.5,1578.086215482896
2013-04-29,1582.308117917847,1579.5,1592.25,1588.340772711228
2013-04-30,1587.6137644615842,1581.25,1592.5,1591.7806717408002
2013-05-01,1588.2707103041007,1576.0,1589.5,1577.8376005002679
2013-05-02,1581.565738547744,1580.25,1594.25,1592.705637406948
2013-05-03,1606.1400284432775,1605.5,1614.25,1609.297198934806
2013-05-06,1610.011752774132,1609.25,1615.25,1612.7516438356165
2013-05-07,1616.393666435145,1611.75,1621.75,1621.278785351282
2013-05-08,1619.8902376808114,1618.5,1629.25,1628.7684474094
2013-05-09,1628.0851891272312,1620.0,1632.25,1623.1114743488138
2013-05-10,1625.28051874094,1620.25,1630.0,1629.7075598436734
2013-05-13,1626.7788877863975,1623.25,1633.25,1630.8518763796908
2013-05-14,1632.4705528846155,1631.5,1648.75,1647.7713074520307
2013-05-15,1644.9343428527561,1644.25,1659.75,1656.3311125037105
2013-05-16,1653.258611855589,1646.0,1658.75,1648.7509227780474
2013-05-17,1654.8854463762455,1652.5,1665.75,1664.8464437636374
2013-05-20,1663.0278243457205,1661.0,1670.75,1664.0175026295028
2013-05-21,1665.5775958058828,1660.0,1673.25,1667.1568848373108
2013-05-22,1668.6327043634783,1646.5,1685.75,1652.892593097973
2013-05-23,1637.1316907879627,1634.25,1654.0,1649.1835047519849
2013-05-24,1638.4919387343814,1634.5,1648.25,1647.4714594261031
2013-05-27,1649.5251371115173,1648.75,1654.0,1652.223996350365
2013-05-28,1665.5963074020417,1652.75,1672.75,1658.7685294198175
2013-05-29,1647.9065764229376,1638.0,1652.75,1647.253536904642
2013-05-30,1648.8943223548313,1646.75,1660.75,1653.2074602466935
